ç
"Município","ibge","latitude","longitude","/Energia Elétr...a/Consumo/Rural 2006 (MWh)"
"Três de Maio","4321808","-27.780000000000","-54.235700000000","7.416"
"Três Forquilhas","4321832","-29.538399999990","-50.070799999990","1.751"
"Três Palmeiras","4321857","-27.613900000000","-52.843699999990","2.022"
"Três Passos","4321907","-27.455500000000","-53.929600000000","5.004"
"Trindade do Sul","4321956","-27.523900000000","-52.895600000000","2.114"
"Triunfo","4322004","-29.929099999990","-51.707500000000","27.611"
"Tucunduva","4322103","-27.657299999990","-54.443899999990","1.412"
"Tunas","4322152","-29.103899999990","-52.953800000000","463"
"Tupanci do Sul","4322186","-27.924099999990","-51.538300000000","796"
"Tupanciretã","4322202","-29.085799999990","-53.844499999990","12.005"
"Tupandi","4322251","-29.477200000000","-51.417400000000","2.399"
"Tuparendi","4322301","-27.759799999990","-54.481400000000","4.984"
"Turuçu","4322327","-31.417300000000","-52.170600000000","1.829"
"Ubiretama","4322343","-28.040400000000","-54.685899999990","706"
"União da Serra","4322350","-28.783300000000","-52.023800000000","666"
"Unistalda","4322376","-29.039999999990","-55.151699999990","703"
"Uruguaiana","4322400","-29.761399999990","-57.085299999990","121.216"
"Vacaria","4322509","-28.507899999990","-50.941800000000","11.759"
"Vale do Sol","4322533","-29.596699999990","-52.683900000000","6.508"
"Vale Real","4322541","-29.391900000000","-51.255899999990","816"
"Vanini","4322558","-28.475800000000","-51.844700000000","533"
"Venâncio Aires","4322608","-29.614300000000","-52.193199999990","19.531"
"Vera Cruz","4322707","-29.718399999990","-52.515200000000","6.888"
"Veranópolis","4322806","-28.931200000000","-51.551600000000","3.600"
"Vespasiano Correa","4322855","-29.065500000000","-51.862500000000","1.911"
"Viadutos","4322905","-27.571600000000","-52.021099999990","2.512"
"Viamão","4323002","-30.081900000000","-51.019399999990","23.342"
"Vicente Dutra","4323101","-27.160799999990","-53.402200000000","1.034"
"Victor Graeff","4323200","-28.563199999990","-52.749499999990","9"
"Vila Flores","4323309","-28.859800000000","-51.550400000000","1.820"
"Vila Maria","4323408","-28.535900000000","-52.148699999990","702"
"Vila Nova do Sul","4323457","-30.346100000000","-53.875999999990","214"
"Vista Alegre","4323507","-27.368600000000","-53.491900000000","532"
"Vista Alegre do Prata","4323606","-28.805199999990","-51.794600000000","1.127"
"Vista Gaúcha","4323705","-27.290199999990","-53.697400000000","2.733"
"Vitória das Missões","4323754","-28.351600000000","-54.503999999990","503"
"Xangri-lá","4323804","-29.806500000000","-50.051900000000","196"
